chr	start	end	id	RE_rule	Active_rule	Active_inter
chr21	31629882	31630525	chr21:31629882_31630525	Enhancer	Inactive	Inactive
chr21	35925388	35926079	chr21:35925388_35926079	Enhancer	Inactive	Inactive
chr10	87206631	87207510	chr10:87206631_87207510	Enhancer	Inactive	Inactive
chr16	56477078	56477510	chr16:56477078_56477510	Enhancer	Inactive	Inactive
chr16	81623143	81624006	chr16:81623143_81624006	Enhancer/CTCF	Inactive	Inactive
chr4	74431049	74431511	chr4:74431049_74431511	Enhancer	Inactive	Inactive
chr8	67858024	67858993	chr8:67858024_67858993	Enhancer	Active	Inactive
chr1	46687250	46687731	chr1:46687250_46687731	Enhancer	Inactive	Inactive
chr7	80335319	80336068	chr7:80335319_80336068	Enhancer	Inactive	Inactive
chr12	111785585	111786191	chr12:111785585_111786191	Enhancer	Active	Inactive
chr5	173902731	173903191	chr5:173902731_173903191	Enhancer	Inactive	Inactive
chr1	180040030	180040471	chr1:180040030_180040471	Enhancer	Inactive	Inactive
chr17	1557463	1557734	chr17:1557463_1557734	Enhancer	Inactive	Inactive
chr1	22500346	22500983	chr1:22500346_22500983	Enhancer/CTCF	Inactive	Inactive
chr3	174090502	174091194	chr3:174090502_174091194	Enhancer/CTCF	Inactive	Inactive
chrX	115229346	115230303	chrX:115229346_115230303	Enhancer	Inactive	Inactive
chr3	39506130	39506903	chr3:39506130_39506903	Enhancer	Active	Inactive
chr12	75635629	75636127	chr12:75635629_75636127	Enhancer	Inactive	Inactive
chr8	118491522	118492455	chr8:118491522_118492455	Enhancer	Inactive	Inactive
chr20	7859142	7859977	chr20:7859142_7859977	CTCF	Inactive	Inactive
chr11	60810508	60811081	chr11:60810508_60811081	Enhancer	Inactive	Inactive
chr11	35964819	35965428	chr11:35964819_35965428	Enhancer	Inactive	Inactive
chr1	230191032	230191545	chr1:230191032_230191545	Enhancer	Active	Inactive
chr15	63633152	63633839	chr15:63633152_63633839	Enhancer	Inactive	Inactive
chr12	96516419	96517129	chr12:96516419_96517129	CTCF	Inactive	Inactive
chr3	159824126	159824705	chr3:159824126_159824705	Enhancer	Inactive	Inactive
chr16	12462680	12463159	chr16:12462680_12463159	Enhancer	Active	Inactive
chr3	153284279	153284771	chr3:153284279_153284771	Enhancer	Inactive	Inactive
chr11	65643137	65643514	chr11:65643137_65643514	Enhancer	Inactive	Inactive
chr11	8834334	8834917	chr11:8834334_8834917	Enhancer/CTCF	Inactive	Inactive
chr3	9746286	9746728	chr3:9746286_9746728	Enhancer	Inactive	Inactive
chr13	34459811	34460161	chr13:34459811_34460161	Enhancer	Inactive	Inactive
chr4	97530676	97531940	chr4:97530676_97531940	Enhancer	Inactive	Inactive
chr11	59772148	59772751	chr11:59772148_59772751	Enhancer	Inactive	Inactive
chr16	29177859	29178546	chr16:29177859_29178546	Enhancer	Active	Inactive
chr6	130796202	130796940	chr6:130796202_130796940	Enhancer	Inactive	Inactive
chr16	57156216	57156741	chr16:57156216_57156741	Enhancer	Inactive	Inactive
chr5	96893290	96893776	chr5:96893290_96893776	Enhancer	Inactive	Inactive
chr13	107466279	107466828	chr13:107466279_107466828	Enhancer	Inactive	Inactive
chr11	33371448	33371826	chr11:33371448_33371826	Enhancer	Active	Inactive
chr12	110015081	110015560	chr12:110015081_110015560	Enhancer	Inactive	Inactive
chr7	18408362	18408953	chr7:18408362_18408953	Enhancer	Inactive	Inactive
chr9	136997757	136998299	chr9:136997757_136998299	Enhancer	Inactive	Inactive
chr11	80325595	80326177	chr11:80325595_80326177	Enhancer	Inactive	Inactive
chr10	62689539	62690132	chr10:62689539_62690132	Enhancer	Inactive	Inactive
chr1	144941647	144942148	chr1:144941647_144942148	Enhancer	Inactive	Inactive
chr13	107373354	107374080	chr13:107373354_107374080	Enhancer/CTCF	Inactive	Inactive
chr6	52929253	52929672	chr6:52929253_52929672	Enhancer	Inactive	Inactive
chr3	172513324	172513973	chr3:172513324_172513973	Enhancer	Active	Inactive
chr8	42552602	42553144	chr8:42552602_42553144	Enhancer	Inactive	Inactive
chr5	72355702	72356183	chr5:72355702_72356183	Enhancer/CTCF	Inactive	Inactive
chr5	13664239	13664957	chr5:13664239_13664957	Enhancer	Active	Inactive
chr17	69093002	69093878	chr17:69093002_69093878	Enhancer	Active	Inactive
chr10	14036166	14036659	chr10:14036166_14036659	Enhancer	Inactive	Inactive
chr10	88650984	88651764	chr10:88650984_88651764	Enhancer	Active	Inactive
chr6	121726464	121727112	chr6:121726464_121727112	Enhancer	Inactive	Inactive
chrX	150703798	150704546	chrX:150703798_150704546	Enhancer	Active	Inactive
chr6	129713713	129714462	chr6:129713713_129714462	Enhancer	Inactive	Inactive
chr1	94808070	94808484	chr1:94808070_94808484	Enhancer/CTCF	Inactive	Inactive
chr8	42534940	42535418	chr8:42534940_42535418	Enhancer	Active	Inactive
chr2	73852020	73852486	chr2:73852020_73852486	Enhancer	Inactive	Inactive
chr12	110698008	110698882	chr12:110698008_110698882	Enhancer/CTCF	Inactive	Inactive
chr4	30537323	30538011	chr4:30537323_30538011	Enhancer	Active	Inactive
chr1	63698093	63698837	chr1:63698093_63698837	Enhancer	Inactive	Inactive
chr2	100200883	100201382	chr2:100200883_100201382	Enhancer	Active	Inactive
chr3	47974779	47975567	chr3:47974779_47975567	Enhancer	Inactive	Inactive
chr19	46813851	46814409	chr19:46813851_46814409	Enhancer	Inactive	Inactive
chr22	40668663	40669509	chr22:40668663_40669509	Enhancer	Inactive	Inactive
chr17	57935142	57935855	chr17:57935142_57935855	Enhancer	Inactive	Inactive
chrX	141220341	141221166	chrX:141220341_141221166	Enhancer	Active	Inactive
chr6	47034778	47035465	chr6:47034778_47035465	Enhancer	Inactive	Inactive
chr18	57657395	57658060	chr18:57657395_57658060	Enhancer	Inactive	Inactive
chr5	140978074	140978705	chr5:140978074_140978705	Enhancer	Inactive	Inactive
chr3	186860673	186861246	chr3:186860673_186861246	Enhancer	Inactive	Inactive
chr9	101121800	101122441	chr9:101121800_101122441	Enhancer/CTCF	Inactive	Inactive
chr5	177043728	177044384	chr5:177043728_177044384	Enhancer	Inactive	Inactive
chr10	78960342	78960889	chr10:78960342_78960889	Enhancer	Inactive	Inactive
chr1	203669757	203670167	chr1:203669757_203670167	Enhancer	Inactive	Inactive
chr6	152453414	152453836	chr6:152453414_152453836	Enhancer	Inactive	Inactive
chrX	101024975	101025682	chrX:101024975_101025682	Enhancer	Active	Inactive
chr7	144842294	144842995	chr7:144842294_144842995	Enhancer	Active	Inactive
chr1	119279350	119279886	chr1:119279350_119279886	Enhancer	Active	Inactive
chr20	24027145	24027706	chr20:24027145_24027706	Enhancer	Active	Inactive
chr1	101371136	101371579	chr1:101371136_101371579	Enhancer	Inactive	Inactive
chr1	59707080	59707610	chr1:59707080_59707610	Enhancer	Inactive	Inactive
chr8	23848592	23849425	chr8:23848592_23849425	Enhancer	Inactive	Inactive
chr7	142583419	142583859	chr7:142583419_142583859	Enhancer	Inactive	Inactive
chr17	21186369	21186956	chr17:21186369_21186956	Enhancer	Active	Inactive
chr2	28338244	28338812	chr2:28338244_28338812	Enhancer	Inactive	Inactive
chr8	16537599	16538304	chr8:16537599_16538304	Enhancer	Active	Inactive
chr12	42637775	42638653	chr12:42637775_42638653	Enhancer	Inactive	Inactive
chr20	1300954	1301349	chr20:1300954_1301349	Enhancer	Inactive	Inactive
chr1	33421028	33421528	chr1:33421028_33421528	Enhancer	Inactive	Inactive
chr10	17802922	17803481	chr10:17802922_17803481	Enhancer	Inactive	Inactive
chr2	178386861	178387557	chr2:178386861_178387557	Enhancer	Inactive	Inactive
chr2	234435666	234436268	chr2:234435666_234436268	Enhancer	Active	Inactive
chr2	122179381	122180068	chr2:122179381_122180068	Enhancer	Active	Inactive
chr20	48831666	48832164	chr20:48831666_48832164	Enhancer	Inactive	Inactive
chr13	77980393	77981556	chr13:77980393_77981556	Enhancer	Active	Inactive
chr1	24283799	24284262	chr1:24283799_24284262	Enhancer	Inactive	Inactive
chr7	96674518	96675010	chr7:96674518_96675010	Enhancer	Inactive	Inactive
chr4	25814239	25814927	chr4:25814239_25814927	Enhancer	Inactive	Inactive
chr10	121736411	121737304	chr10:121736411_121737304	Enhancer	Inactive	Inactive
chr18	11955437	11956093	chr18:11955437_11956093	Enhancer	Active	Inactive
chr20	46060456	46060918	chr20:46060456_46060918	Enhancer	Inactive	Inactive
chr11	132064812	132065416	chr11:132064812_132065416	Enhancer	Inactive	Inactive
chr3	29373253	29373818	chr3:29373253_29373818	Enhancer	Inactive	Inactive
chr12	27343579	27344024	chr12:27343579_27344024	Enhancer	Active	Inactive
chr13	101397753	101398175	chr13:101397753_101398175	Enhancer	Inactive	Inactive
chr3	16174253	16174972	chr3:16174253_16174972	Enhancer	Inactive	Inactive
chr10	68096984	68097612	chr10:68096984_68097612	Enhancer	Inactive	Inactive
chr9	3320999	3321750	chr9:3320999_3321750	Enhancer	Active	Inactive
chr18	36179810	36180481	chr18:36179810_36180481	Enhancer	Inactive	Inactive
chr15	48459985	48460534	chr15:48459985_48460534	Enhancer	Inactive	Inactive
chr5	54873702	54875014	chr5:54873702_54875014	Enhancer	Inactive	Inactive
chr12	106840125	106840703	chr12:106840125_106840703	Enhancer	Inactive	Inactive
chr18	44518098	44519674	chr18:44518098_44519674	Enhancer	Active	Inactive
chr10	75723469	75724087	chr10:75723469_75724087	Enhancer	Active	Inactive
chr8	129185423	129185957	chr8:129185423_129185957	Enhancer	Inactive	Inactive
chr12	26699171	26699618	chr12:26699171_26699618	Enhancer	Active	Inactive
chr1	154191993	154192538	chr1:154191993_154192538	Enhancer	Inactive	Inactive
chr18	32084742	32085566	chr18:32084742_32085566	Enhancer	Inactive	Active
chr9	110099078	110099800	chr9:110099078_110099800	Enhancer	Inactive	Inactive
chr2	223563373	223563890	chr2:223563373_223563890	Enhancer	Inactive	Inactive
chr7	3194450	3195190	chr7:3194450_3195190	Enhancer	Active	Inactive
chr3	106570329	106571025	chr3:106570329_106571025	Enhancer	Inactive	Inactive
chr3	105830031	105830698	chr3:105830031_105830698	Enhancer	Active	Inactive
chr3	105394120	105394587	chr3:105394120_105394587	Enhancer	Active	Inactive
chr1	187847396	187849034	chr1:187847396_187849034	Enhancer	Active	Inactive
chr17	17751833	17752885	chr17:17751833_17752885	CTCF	Active	Inactive
chr4	185559683	185560466	chr4:185559683_185560466	Enhancer	Active	Inactive
chr9	28212867	28213413	chr9:28212867_28213413	Enhancer	Inactive	Inactive
chr9	96674757	96675654	chr9:96674757_96675654	Enhancer	Active	Inactive
chr6	106527923	106528456	chr6:106527923_106528456	Enhancer	Active	Inactive
chr1	54326051	54326428	chr1:54326051_54326428	Enhancer	Inactive	Inactive
chr3	159165822	159166598	chr3:159165822_159166598	Enhancer	Inactive	Inactive
chr6	73290412	73290887	chr6:73290412_73290887	Enhancer	Inactive	Inactive
chr11	110194326	110194892	chr11:110194326_110194892	Enhancer	Active	Inactive
chr10	97726638	97727326	chr10:97726638_97727326	Enhancer	Active	Inactive
chr8	30451039	30451491	chr8:30451039_30451491	Enhancer	Inactive	Inactive
chr11	78313327	78313867	chr11:78313327_78313867	Enhancer	Inactive	Inactive
chr3	173770722	173771431	chr3:173770722_173771431	Enhancer	Inactive	Inactive
chr5	116388718	116389382	chr5:116388718_116389382	Enhancer/CTCF	Inactive	Inactive
chr19	40219624	40220228	chr19:40219624_40220228	Enhancer	Inactive	Inactive
chr3	120498860	120499475	chr3:120498860_120499475	Enhancer	Inactive	Inactive
chr5	116031862	116032661	chr5:116031862_116032661	Enhancer/CTCF	Inactive	Inactive
chr14	96299326	96299908	chr14:96299326_96299908	Enhancer/CTCF	Inactive	Inactive
chr3	1971668	1972302	chr3:1971668_1972302	Enhancer	Active	Inactive
chr21	36799801	36800513	chr21:36799801_36800513	Enhancer	Inactive	Inactive
chr3	69458762	69459262	chr3:69458762_69459262	Enhancer	Inactive	Inactive
chr12	109448255	109448682	chr12:109448255_109448682	Enhancer	Inactive	Inactive
chr1	205988447	205988953	chr1:205988447_205988953	Enhancer/CTCF	Inactive	Inactive
chr3	119646964	119647794	chr3:119646964_119647794	Enhancer	Inactive	Inactive
chr10	129304963	129305552	chr10:129304963_129305552	Enhancer	Active	Inactive
chr14	51846647	51847365	chr14:51846647_51847365	Enhancer	Inactive	Inactive
chr1	172699227	172699559	chr1:172699227_172699559	Enhancer	Inactive	Inactive
chr3	149559475	149560101	chr3:149559475_149560101	Enhancer	Inactive	Inactive
chr6	37358954	37359649	chr6:37358954_37359649	Enhancer	Inactive	Inactive
chr5	123582733	123583325	chr5:123582733_123583325	Enhancer	Inactive	Inactive
chr22	35330140	35330596	chr22:35330140_35330596	Enhancer	Active	Inactive
chr10	98353089	98353618	chr10:98353089_98353618	Enhancer/Promoter	Inactive	Inactive
chr4	150347908	150348563	chr4:150347908_150348563	Enhancer	Inactive	Inactive
chr15	65896067	65896699	chr15:65896067_65896699	Enhancer/Promoter	Inactive	Inactive
chr1	25326427	25326862	chr1:25326427_25326862	Enhancer	Inactive	Inactive
chr5	59079917	59080455	chr5:59079917_59080455	Enhancer	Active	Inactive
chr8	32692026	32692526	chr8:32692026_32692526	Enhancer	Inactive	Inactive
chr8	143948262	143948993	chr8:143948262_143948993	Enhancer	Active	Active
chr1	28112681	28113102	chr1:28112681_28113102	Enhancer	Inactive	Inactive
chr16	14399375	14399851	chr16:14399375_14399851	Enhancer	Inactive	Inactive
chr15	80615800	80616563	chr15:80615800_80616563	Enhancer	Inactive	Inactive
chr16	68847230	68847857	chr16:68847230_68847857	Enhancer/CTCF	Inactive	Inactive
chr2	54464036	54464889	chr2:54464036_54464889	Enhancer	Inactive	Inactive
chr22	18091646	18092743	chr22:18091646_18092743	Promoter	Active	Inactive
chr8	145029122	145030811	chr8:145029122_145030811	Enhancer	Active	Inactive
chr7	19919080	19919696	chr7:19919080_19919696	Enhancer	Active	Inactive
chr17	954347	955268	chr17:954347_955268	Enhancer	Active	Inactive
chr10	48476352	48476907	chr10:48476352_48476907	Enhancer	Inactive	Inactive
chr3	175179053	175179592	chr3:175179053_175179592	Enhancer	Inactive	Inactive
chr3	69200363	69201226	chr3:69200363_69201226	Enhancer	Active	Inactive
chr8	13463373	13464065	chr8:13463373_13464065	Enhancer	Inactive	Inactive
chr1	155937976	155938673	chr1:155937976_155938673	CTCF	Inactive	Inactive
chr17	8420210	8421030	chr17:8420210_8421030	Enhancer	Inactive	Inactive
chr1	100734521	100735218	chr1:100734521_100735218	Enhancer	Inactive	Inactive
chr11	71489241	71489706	chr11:71489241_71489706	Enhancer	Active	Inactive
chr8	103268988	103269551	chr8:103268988_103269551	Enhancer	Inactive	Inactive
chr2	223765052	223766045	chr2:223765052_223766045	Enhancer	Inactive	Inactive
chr22	26430904	26431746	chr22:26430904_26431746	Enhancer	Inactive	Inactive
chr1	92792273	92792874	chr1:92792273_92792874	Enhancer	Inactive	Inactive
chr1	12501547	12502052	chr1:12501547_12502052	Enhancer	Inactive	Inactive
chr14	54175055	54175779	chr14:54175055_54175779	Enhancer/CTCF	Inactive	Inactive
chr18	36825414	36826143	chr18:36825414_36826143	Enhancer	Inactive	Inactive
chr6	142763175	142763634	chr6:142763175_142763634	Enhancer	Inactive	Inactive
chr15	87618872	87619685	chr15:87618872_87619685	Enhancer	Active	Inactive
chr1	170700836	170701300	chr1:170700836_170701300	Enhancer	Inactive	Inactive
chr9	71743046	71743734	chr9:71743046_71743734	Enhancer	Inactive	Inactive
chr16	20814451	20815362	chr16:20814451_20815362	Enhancer	Inactive	Inactive
chr7	15571344	15571974	chr7:15571344_15571974	Enhancer	Inactive	Inactive
chr9	5688013	5688666	chr9:5688013_5688666	Enhancer	Inactive	Inactive
chr4	20506685	20507318	chr4:20506685_20507318	Enhancer	Active	Inactive
chr7	86991644	86992384	chr7:86991644_86992384	Enhancer	Active	Inactive
chr7	105134203	105134728	chr7:105134203_105134728	Enhancer	Inactive	Inactive
chr21	32339622	32340203	chr21:32339622_32340203	Enhancer	Active	Inactive
chr7	148669888	148670524	chr7:148669888_148670524	Enhancer	Inactive	Inactive
chr11	76614388	76614872	chr11:76614388_76614872	Enhancer	Inactive	Inactive
chr22	36823079	36823730	chr22:36823079_36823730	Enhancer	Inactive	Inactive
chr8	21908924	21909364	chr8:21908924_21909364	Enhancer/CTCF	Inactive	Inactive
chr11	68014203	68014872	chr11:68014203_68014872	Enhancer	Active	Inactive
chr7	82805288	82806031	chr7:82805288_82806031	Enhancer	Active	Active
chr19	43664002	43664418	chr19:43664002_43664418	Enhancer	Active	Inactive
chr20	8667253	8667834	chr20:8667253_8667834	Enhancer	Active	Inactive
chr21	15706562	15707277	chr21:15706562_15707277	Enhancer	Inactive	Inactive
chr22	41366881	41367701	chr22:41366881_41367701	Enhancer/CTCF	Inactive	Inactive
chr5	17249209	17249649	chr5:17249209_17249649	Enhancer	Inactive	Inactive
chr3	156535078	156535779	chr3:156535078_156535779	CTCF	Active	Active
chr10	73956859	73957845	chr10:73956859_73957845	Enhancer/CTCF	Inactive	Inactive
chr5	142674471	142674839	chr5:142674471_142674839	Enhancer	Inactive	Inactive
chr11	47914634	47915181	chr11:47914634_47915181	Enhancer	Inactive	Inactive
chr1	169113508	169114011	chr1:169113508_169114011	Enhancer	Active	Inactive
chr9	70406808	70407540	chr9:70406808_70407540	Enhancer	Active	Inactive
chr6	135419119	135419600	chr6:135419119_135419600	Enhancer	Inactive	Inactive
chr3	155023903	155024475	chr3:155023903_155024475	Enhancer	Inactive	Inactive
chr1	178238595	178239156	chr1:178238595_178239156	Enhancer	Inactive	Inactive
chr6	135667700	135668631	chr6:135667700_135668631	Enhancer	Inactive	Inactive
chr6	139290598	139291393	chr6:139290598_139291393	Enhancer	Active	Inactive
chr5	142935626	142936093	chr5:142935626_142936093	Enhancer	Inactive	Inactive
chr3	39135083	39135576	chr3:39135083_39135576	Enhancer	Inactive	Inactive
chr21	35084867	35085333	chr21:35084867_35085333	Enhancer	Active	Inactive
chr12	89856343	89856920	chr12:89856343_89856920	Enhancer	Inactive	Inactive
chr1	219312948	219313411	chr1:219312948_219313411	Enhancer	Active	Inactive
chr1	43688613	43689059	chr1:43688613_43689059	Enhancer	Inactive	Inactive
chr17	77235426	77235935	chr17:77235426_77235935	Enhancer	Active	Inactive
chr7	155257297	155257942	chr7:155257297_155257942	Enhancer	Inactive	Inactive
chr17	80519069	80519551	chr17:80519069_80519551	Enhancer	Inactive	Inactive
chr1	36008492	36008995	chr1:36008492_36008995	Enhancer	Active	Inactive
chr22	39634730	39635219	chr22:39634730_39635219	Enhancer/CTCF	Inactive	Inactive
chr1	93525358	93525924	chr1:93525358_93525924	Enhancer	Inactive	Inactive
chr17	80901268	80901736	chr17:80901268_80901736	Enhancer	Inactive	Inactive
chr7	151727573	151728146	chr7:151727573_151728146	Enhancer	Inactive	Inactive
chr4	168553740	168554542	chr4:168553740_168554542	Enhancer	Inactive	Inactive
chr12	90253565	90254283	chr12:90253565_90254283	CTCF	Inactive	Inactive
chr12	90058455	90059270	chr12:90058455_90059270	Enhancer	Inactive	Inactive
chr18	22494719	22495332	chr18:22494719_22495332	Enhancer	Inactive	Inactive
chr18	22452002	22452659	chr18:22452002_22452659	Enhancer	Active	Inactive
chr18	21826079	21826662	chr18:21826079_21826662	Enhancer	Inactive	Inactive
chr11	23902979	23903573	chr11:23902979_23903573	Enhancer	Active	Inactive
chr8	24349051	24349624	chr8:24349051_24349624	Enhancer	Active	Inactive
chr1	81695675	81696525	chr1:81695675_81696525	Enhancer	Inactive	Inactive
chr8	27636428	27637239	chr8:27636428_27637239	Enhancer/CTCF	Inactive	Inactive
chr7	41169272	41169728	chr7:41169272_41169728	Enhancer	Inactive	Inactive
chr9	4277395	4278155	chr9:4277395_4278155	Enhancer	Active	Inactive
chr5	96476538	96477085	chr5:96476538_96477085	Enhancer	Inactive	Inactive
chr4	78518467	78519038	chr4:78518467_78519038	Enhancer	Inactive	Inactive
chr11	121833874	121834462	chr11:121833874_121834462	Enhancer	Inactive	Inactive
