chr	start	end	id	RE_rule	Active_rule
chr15	85227360	85228030	chr15:85227360_85228030	Enhancer	Active
chrX	13270302	13270825	chrX:13270302_13270825	Enhancer	Active
chr7	133705502	133705994	chr7:133705502_133705994	Enhancer	Active
chrX	132270611	132271656	chrX:132270611_132271656	Enhancer	Active
chrX	150690000	150690620	chrX:150690000_150690620	Enhancer	Active
chr12	80553225	80553720	chr12:80553225_80553720	Enhancer	Inactive
chr6	6466919	6467833	chr6:6466919_6467833	Enhancer	Inactive
chr1	45892327	45892853	chr1:45892327_45892853	Enhancer	Inactive
chr20	55216464	55216938	chr20:55216464_55216938	Enhancer	Inactive
chrX	9141432	9141925	chrX:9141432_9141925	Enhancer	Active
chr9	99752454	99753274	chr9:99752454_99753274	Enhancer	Active
chr1	61073809	61074286	chr1:61073809_61074286	Enhancer	Inactive
chr8	144644456	144644946	chr8:144644456_144644946	Enhancer/CTCF	Inactive
chr11	79897121	79897639	chr11:79897121_79897639	Enhancer	Inactive
chr3	168884292	168884750	chr3:168884292_168884750	Enhancer	Inactive
chr21	35084858	35085340	chr21:35084858_35085340	Enhancer	Active
chr8	129627009	129627549	chr8:129627009_129627549	Enhancer	Inactive
chr7	7719170	7719729	chr7:7719170_7719729	Enhancer	Active
chr13	37443403	37444057	chr13:37443403_37444057	Enhancer	Inactive
chr17	78356308	78356824	chr17:78356308_78356824	Enhancer	Active
chr19	13858439	13859142	chr19:13858439_13859142	Enhancer	Active
chr5	19322691	19323213	chr5:19322691_19323213	Enhancer	Active
chr11	128941804	128942722	chr11:128941804_128942722	Promoter	Active
chr13	113313458	113315452	chr13:113313458_113315452	Enhancer	Active
chr1	162381380	162381845	chr1:162381380_162381845	Enhancer	Active
chr17	16442102	16444072	chr17:16442102_16444072	Enhancer/Promoter	Inactive
chr2	216372575	216374072	chr2:216372575_216374072	Enhancer	Active
chr21	17889099	17889551	chr21:17889099_17889551	Enhancer	Inactive
chr2	53313602	53314061	chr2:53313602_53314061	Enhancer	Active
chr15	81469112	81469581	chr15:81469112_81469581	Enhancer/Promoter	Inactive
chr6	158926355	158926885	chr6:158926355_158926885	Enhancer	Active
chr11	96303024	96303404	chr11:96303024_96303404	Enhancer	Active
chr2	197849893	197850343	chr2:197849893_197850343	Enhancer/Promoter	Inactive
chr15	69056305	69056786	chr15:69056305_69056786	Enhancer/CTCF	Inactive
chr3	98680656	98681223	chr3:98680656_98681223	Enhancer	Inactive
chr3	99658952	99659491	chr3:99658952_99659491	Enhancer	Active
chr9	4059507	4059985	chr9:4059507_4059985	Enhancer/Promoter	Inactive
chrX	106707888	106708570	chrX:106707888_106708570	Enhancer	Active
chr2	102166125	102166794	chr2:102166125_102166794	Enhancer/CTCF	Inactive
chr2	42896627	42897340	chr2:42896627_42897340	Enhancer	Active
chr5	50393787	50394384	chr5:50393787_50394384	Enhancer	Active
chr6	25283796	25284586	chr6:25283796_25284586	Enhancer	Active
chr10	21337454	21337922	chr10:21337454_21337922	Enhancer/CTCF	Inactive
chr11	109033603	109034112	chr11:109033603_109034112	Enhancer	Inactive
chr19	18969414	18970004	chr19:18969414_18970004	Enhancer	Active
chr20	48517830	48518499	chr20:48517830_48518499	Enhancer	Inactive
chr17	44820491	44821372	chr17:44820491_44821372	Promoter	Active
chr17	71975890	71976476	chr17:71975890_71976476	Enhancer	Active
chr4	147582396	147582860	chr4:147582396_147582860	Enhancer	Active
chr12	127241001	127241502	chr12:127241001_127241502	Enhancer/Promoter	Inactive
chr11	102853915	102854424	chr11:102853915_102854424	Enhancer	Active
chr22	18951260	18951772	chr22:18951260_18951772	Enhancer/Promoter	Inactive
chr1	48915939	48917118	chr1:48915939_48917118	Enhancer/CTCF	Inactive
chr11	114159877	114160537	chr11:114159877_114160537	Enhancer	Active
chr16	10308345	10309179	chr16:10308345_10309179	Enhancer	Active
chr7	20514272	20514789	chr7:20514272_20514789	Enhancer	Inactive
chr14	45679725	45680345	chr14:45679725_45680345	Enhancer/Promoter	Inactive
chr17	17874378	17874916	chr17:17874378_17874916	Enhancer	Inactive
chr7	101134526	101135055	chr7:101134526_101135055	Enhancer	Inactive
chr18	24064538	24065177	chr18:24064538_24065177	Enhancer	Active
chr9	105278513	105279201	chr9:105278513_105279201	Enhancer	Active
chr18	33560682	33561138	chr18:33560682_33561138	Enhancer/CTCF	Inactive
chr14	35374186	35374841	chr14:35374186_35374841	Enhancer	Active
chr21	35303026	35303562	chr21:35303026_35303562	Enhancer	Inactive
chr5	139232050	139232740	chr5:139232050_139232740	Enhancer	Active
chr9	137672560	137673429	chr9:137672560_137673429	Enhancer/CTCF	Inactive
chr1	32133199	32133958	chr1:32133199_32133958	CTCF	Inactive
chr9	116266908	116267472	chr9:116266908_116267472	Enhancer/Promoter	Inactive
chr9	42702869	42703421	chr9:42702869_42703421	Enhancer	Active
chr2	210557	211194	chr2:210557_211194	Enhancer/CTCF	Inactive
chr22	27202385	27203352	chr22:27202385_27203352	Enhancer	Active
chr17	29850057	29850533	chr17:29850057_29850533	Enhancer	Active
chr21	44994344	44994888	chr21:44994344_44994888	Enhancer/CTCF	Inactive
chr5	172765112	172766328	chr5:172765112_172766328	Enhancer	Active
chr1	67532352	67532806	chr1:67532352_67532806	Enhancer/CTCF	Inactive
chr2	14756843	14757392	chr2:14756843_14757392	Enhancer	Active
chr6	21873506	21874019	chr6:21873506_21874019	Enhancer/Promoter	Inactive
chrX	34880625	34881108	chrX:34880625_34881108	Enhancer	Inactive
chr9	120730520	120731039	chr9:120730520_120731039	Enhancer/Promoter	Inactive
chr5	172775440	172775921	chr5:172775440_172775921	Enhancer	Inactive
chr20	2626832	2627346	chr20:2626832_2627346	Enhancer	Active
chr20	37071373	37071987	chr20:37071373_37071987	Enhancer	Active
chr14	61964909	61965594	chr14:61964909_61965594	Enhancer	Active
chr13	67119573	67120031	chr13:67119573_67120031	Enhancer	Inactive
chr1	184159303	184159722	chr1:184159303_184159722	Enhancer	Active
chr10	112052136	112052616	chr10:112052136_112052616	Enhancer/Promoter	Inactive
chr17	29569312	29569757	chr17:29569312_29569757	Enhancer/Promoter	Inactive
chr12	57093104	57093784	chr12:57093104_57093784	Enhancer/CTCF	Inactive
chr20	18985461	18985899	chr20:18985461_18985899	Enhancer	Inactive
chr10	29501649	29502150	chr10:29501649_29502150	Enhancer	Active
chr19	17317346	17317908	chr19:17317346_17317908	Enhancer	Active
chr8	105390059	105390831	chr8:105390059_105390831	Enhancer	Inactive
chr2	177419227	177419682	chr2:177419227_177419682	Enhancer	Active
chr2	147177400	147177927	chr2:147177400_147177927	Enhancer/CTCF	Inactive
chr9	127195058	127195788	chr9:127195058_127195788	Enhancer/CTCF	Inactive
chr1	71086223	71086811	chr1:71086223_71086811	Enhancer/Promoter	Inactive
chr7	18978050	18978571	chr7:18978050_18978571	Enhancer	Inactive
chr4	184417661	184418412	chr4:184417661_184418412	Enhancer	Active
chr6	3001748	3002315	chr6:3001748_3002315	Enhancer/CTCF	Inactive
chr11	88404907	88405374	chr11:88404907_88405374	Enhancer	Active
chr20	34899705	34900200	chr20:34899705_34900200	Enhancer	Inactive
chr7	26616263	26616747	chr7:26616263_26616747	Enhancer/CTCF	Inactive
chr8	19146469	19147154	chr8:19146469_19147154	Enhancer	Active
chr10	121754696	121755053	chr10:121754696_121755053	Enhancer	Active
chr10	13729010	13729510	chr10:13729010_13729510	Enhancer/Promoter	Inactive
chr6	19472061	19472709	chr6:19472061_19472709	Enhancer/CTCF	Inactive
chr10	53598811	53599392	chr10:53598811_53599392	Enhancer	Inactive
chr12	76455660	76456151	chr12:76455660_76456151	CTCF	Inactive
chr14	45176989	45177515	chr14:45176989_45177515	Enhancer	Active
chr10	17006107	17006612	chr10:17006107_17006612	Enhancer	Inactive
chr10	109891044	109891582	chr10:109891044_109891582	Enhancer	Inactive
chr5	84403741	84404272	chr5:84403741_84404272	Enhancer	Inactive
chr12	113245787	113246389	chr12:113245787_113246389	Enhancer	Active
chr1	67679660	67680109	chr1:67679660_67680109	Enhancer	Active
chr7	25014666	25015149	chr7:25014666_25015149	Enhancer	Inactive
chr5	74424412	74424906	chr5:74424412_74424906	Enhancer	Inactive
chr8	102730878	102731464	chr8:102730878_102731464	Enhancer	Inactive
chr10	14809167	14809735	chr10:14809167_14809735	Enhancer	Active
chr16	80948626	80949496	chr16:80948626_80949496	Enhancer/CTCF	Inactive
chr21	45527020	45528039	chr21:45527020_45528039	Enhancer/CTCF	Inactive
chr19	9890263	9890809	chr19:9890263_9890809	Enhancer	Inactive
chr12	110055323	110056159	chr12:110055323_110056159	Enhancer	Active
chr2	176582886	176583425	chr2:176582886_176583425	Enhancer	Inactive
chr6	15073221	15073834	chr6:15073221_15073834	Enhancer	Inactive
chr5	89584169	89584745	chr5:89584169_89584745	Enhancer	Active
chr2	144703798	144704295	chr2:144703798_144704295	Enhancer	Inactive
chr4	10954703	10955428	chr4:10954703_10955428	Enhancer	Inactive
chr19	33370705	33371349	chr19:33370705_33371349	Enhancer	Active
chr10	109957935	109958448	chr10:109957935_109958448	Enhancer	Inactive
chr2	201532637	201533152	chr2:201532637_201533152	Enhancer	Inactive
chr4	119041777	119042497	chr4:119041777_119042497	Enhancer/CTCF	Inactive
chrX	153441304	153441776	chrX:153441304_153441776	Enhancer/Promoter	Inactive
chr2	19819388	19819979	chr2:19819388_19819979	Enhancer	Inactive
chr10	62437595	62438115	chr10:62437595_62438115	Enhancer/CTCF	Inactive
chr14	44316792	44317348	chr14:44316792_44317348	Enhancer	Active
chr4	30950688	30951398	chr4:30950688_30951398	Enhancer	Active
chr11	75743995	75744478	chr11:75743995_75744478	Enhancer/Promoter	Inactive
chr2	204486827	204487300	chr2:204486827_204487300	Enhancer	Active
chr19	382436	382973	chr19:382436_382973	Enhancer	Active
chr12	122917522	122917968	chr12:122917522_122917968	Enhancer	Inactive
chr17	17413264	17414221	chr17:17413264_17414221	Enhancer	Active
chr10	118940296	118940807	chr10:118940296_118940807	Enhancer/Promoter	Inactive
chr12	6921902	6922309	chr12:6921902_6922309	Enhancer/CTCF	Inactive
chr17	16822276	16822952	chr17:16822276_16822952	Enhancer/Promoter	Inactive
chr17	20961445	20962074	chr17:20961445_20962074	Enhancer	Active
chr8	18957133	18958101	chr8:18957133_18958101	Promoter	Active
chr10	60481051	60481645	chr10:60481051_60481645	Enhancer	Active
chr1	95742362	95743276	chr1:95742362_95743276	Enhancer	Active
chr2	153059608	153060099	chr2:153059608_153060099	Enhancer/Promoter	Inactive
chr10	17113253	17114153	chr10:17113253_17114153	Enhancer	Inactive
chrX	44675222	44675836	chrX:44675222_44675836	Enhancer/CTCF	Inactive
chr6	169958964	169959726	chr6:169958964_169959726	Enhancer/Promoter	Inactive
chr11	93844560	93845003	chr11:93844560_93845003	Enhancer	Inactive
chr21	15754630	15755175	chr21:15754630_15755175	Enhancer/Promoter	Inactive
chr15	40118389	40118918	chr15:40118389_40118918	Enhancer/Promoter	Inactive
chr17	48051223	48052282	chr17:48051223_48052282	Enhancer	Active
chr6	34739798	34740201	chr6:34739798_34740201	Enhancer	Active
chr15	99704271	99704823	chr15:99704271_99704823	CTCF	Inactive
chr5	39755868	39756301	chr5:39755868_39756301	Enhancer	Inactive
chr10	94115673	94116205	chr10:94115673_94116205	Enhancer	Inactive
chr17	62819741	62820332	chr17:62819741_62820332	Enhancer	Active
chr3	142808041	142808540	chr3:142808041_142808540	Enhancer	Inactive
chr7	73246914	73247470	chr7:73246914_73247470	Enhancer	Active
chr7	81267446	81267954	chr7:81267446_81267954	Enhancer	Active
chr8	57225336	57225879	chr8:57225336_57225879	Enhancer	Inactive
chr12	49503526	49504219	chr12:49503526_49504219	Enhancer	Active
chr1	22092285	22092766	chr1:22092285_22092766	Enhancer	Inactive
chr6	63347465	63348128	chr6:63347465_63348128	Enhancer	Active
chr8	129072135	129072828	chr8:129072135_129072828	Enhancer	Active
chr1	156145792	156146370	chr1:156145792_156146370	Enhancer/CTCF	Inactive
chr1	2481918	2482346	chr1:2481918_2482346	Enhancer	Inactive
chr13	114015126	114015969	chr13:114015126_114015969	Enhancer/CTCF	Inactive
chr11	126360551	126361004	chr11:126360551_126361004	Enhancer	Inactive
chr3	127304000	127304753	chr3:127304000_127304753	Enhancer/CTCF	Inactive
chr3	177359832	177360774	chr3:177359832_177360774	Enhancer	Active
chr11	123973726	123974289	chr11:123973726_123974289	Enhancer	Active
chr16	15590744	15591386	chr16:15590744_15591386	Enhancer	Active
chr2	37168059	37168925	chr2:37168059_37168925	Enhancer/CTCF	Inactive
chr17	61833520	61833962	chr17:61833520_61833962	Enhancer	Inactive
chrX	106300096	106301156	chrX:106300096_106301156	Enhancer	Active
chr7	48098561	48100410	chr7:48098561_48100410	Enhancer/Promoter	Inactive
chr11	121476428	121476880	chr11:121476428_121476880	Enhancer	Inactive
chr2	112649655	112650336	chr2:112649655_112650336	Enhancer/Promoter	Inactive
chr11	103035911	103036453	chr11:103035911_103036453	Enhancer/CTCF	Inactive
chr3	135513649	135514136	chr3:135513649_135514136	Enhancer	Active
chr15	31150311	31151110	chr15:31150311_31151110	Enhancer	Active
chr1	30058830	30059374	chr1:30058830_30059374	Enhancer/Promoter	Inactive
chr1	56516814	56517305	chr1:56516814_56517305	Enhancer	Active
chr11	118845362	118845831	chr11:118845362_118845831	Enhancer	Active
chr2	96617277	96618042	chr2:96617277_96618042	Enhancer	Active
chr9	136697227	136697746	chr9:136697227_136697746	Enhancer/Promoter	Inactive
chr19	55336093	55336568	chr19:55336093_55336568	Enhancer	Active
chr3	26437607	26438189	chr3:26437607_26438189	Enhancer	Active
chr1	48294646	48295091	chr1:48294646_48295091	Enhancer/Promoter	Inactive
chr7	72823852	72824587	chr7:72823852_72824587	Enhancer/CTCF	Inactive
chr16	1944188	1944633	chr16:1944188_1944633	Enhancer	Inactive
chr12	27652105	27652570	chr12:27652105_27652570	Enhancer/CTCF	Inactive
chr17	72710885	72711263	chr17:72710885_72711263	Enhancer	Active
chr5	115847235	115847730	chr5:115847235_115847730	Enhancer	Active
chr20	61205752	61206194	chr20:61205752_61206194	Enhancer/CTCF	Inactive
chr11	26778014	26778718	chr11:26778014_26778718	Enhancer/Promoter	Inactive
chr1	48852917	48853381	chr1:48852917_48853381	Enhancer/Promoter	Inactive
chr17	75027751	75028301	chr17:75027751_75028301	Enhancer/Promoter	Inactive
chr11	111796972	111797585	chr11:111796972_111797585	Enhancer	Inactive
chr3	31196767	31197437	chr3:31196767_31197437	Enhancer	Active
chr15	52558052	52558864	chr15:52558052_52558864	Promoter	Active
chr10	78960253	78960883	chr10:78960253_78960883	Enhancer	Inactive
chr1	229191954	229192412	chr1:229191954_229192412	Enhancer	Inactive
chr3	30510605	30511081	chr3:30510605_30511081	Enhancer	Active
chr13	45351890	45352464	chr13:45351890_45352464	Enhancer	Active
chr5	150664911	150665378	chr5:150664911_150665378	Enhancer	Inactive
chr4	80793608	80794139	chr4:80793608_80794139	Enhancer	Inactive
chr3	294010	294709	chr3:294010_294709	Enhancer	Active
chr8	66648689	66649299	chr8:66648689_66649299	Enhancer	Active
chr22	50282329	50282926	chr22:50282329_50282926	Enhancer	Active
chrX	13180758	13181341	chrX:13180758_13181341	Enhancer/Promoter	Inactive
chr17	71633231	71634065	chr17:71633231_71634065	Enhancer	Active
chr7	4282792	4283429	chr7:4282792_4283429	Enhancer	Inactive
chr8	79828157	79828810	chr8:79828157_79828810	Enhancer/Promoter	Inactive
chr1	243268229	243268719	chr1:243268229_243268719	Enhancer	Active
chr4	73929149	73929783	chr4:73929149_73929783	Enhancer	Inactive
chr2	54073744	54074325	chr2:54073744_54074325	Enhancer	Active
chr9	16367816	16368310	chr9:16367816_16368310	Enhancer/Promoter	Inactive
chr2	60213690	60214282	chr2:60213690_60214282	Enhancer	Active
chr1	219770941	219771515	chr1:219770941_219771515	Enhancer	Inactive
chr4	80237912	80238431	chr4:80237912_80238431	Enhancer	Active
chr18	39655298	39655775	chr18:39655298_39655775	Enhancer	Active
chr6	78916323	78916987	chr6:78916323_78916987	Enhancer	Active
chr1	162018904	162019408	chr1:162018904_162019408	Enhancer/Promoter	Inactive
chr12	2268782	2269382	chr12:2268782_2269382	Enhancer/Promoter	Inactive
chr10	21292632	21293604	chr10:21292632_21293604	Promoter	Active
chr10	20630115	20630718	chr10:20630115_20630718	Enhancer	Inactive
chr10	19592212	19592729	chr10:19592212_19592729	Enhancer	Inactive
chr3	129829428	129830118	chr3:129829428_129830118	Enhancer/CTCF	Inactive
chr2	239660326	239660949	chr2:239660326_239660949	CTCF	Inactive
chr6	89297882	89298388	chr6:89297882_89298388	Enhancer/Promoter	Inactive
chr10	30682364	30682867	chr10:30682364_30682867	Enhancer	Active
chr1	18584694	18585265	chr1:18584694_18585265	Enhancer/CTCF	Inactive
chr11	114162634	114163640	chr11:114162634_114163640	Promoter	Active
chr19	4911696	4912475	chr19:4911696_4912475	CTCF	Inactive
chr11	60127176	60127591	chr11:60127176_60127591	Enhancer	Active
chr18	3679163	3679709	chr18:3679163_3679709	Enhancer	Inactive
chr16	4053783	4054335	chr16:4053783_4054335	Enhancer	Active
chr2	112776943	112778662	chr2:112776943_112778662	Enhancer	Active
chr4	85743120	85743762	chr4:85743120_85743762	Enhancer	Active
chr5	142251297	142251749	chr5:142251297_142251749	Enhancer	Active
chrX	41381633	41382175	chrX:41381633_41382175	Enhancer	Inactive
chr13	108193741	108194274	chr13:108193741_108194274	Enhancer	Inactive
chr6	150153272	150154508	chr6:150153272_150154508	Promoter	Active
chr16	4428395	4428972	chr16:4428395_4428972	Enhancer	Active
chr11	93054788	93055350	chr11:93054788_93055350	Enhancer	Active
chr4	86558743	86559234	chr4:86558743_86559234	Enhancer	Active
chr20	25372533	25373088	chr20:25372533_25373088	Enhancer	Active
chr3	77935366	77935845	chr3:77935366_77935845	Enhancer	Inactive
chr1	49162944	49163588	chr1:49162944_49163588	Enhancer	Inactive
chr16	4529246	4529788	chr16:4529246_4529788	Enhancer	Active
chr8	25499161	25499718	chr8:25499161_25499718	Enhancer	Active
chrX	44903088	44903580	chrX:44903088_44903580	Enhancer	Inactive
chr20	51346521	51347280	chr20:51346521_51347280	Enhancer	Active
chr20	14622808	14623243	chr20:14622808_14623243	Enhancer/CTCF	Inactive
chr4	185111965	185112606	chr4:185111965_185112606	Enhancer/Promoter	Inactive
chr9	107480242	107480893	chr9:107480242_107480893	Enhancer	Active
chr2	88074793	88075372	chr2:88074793_88075372	Enhancer	Inactive
chr4	152500442	152501448	chr4:152500442_152501448	Enhancer/CTCF	Inactive
chr13	28181389	28181874	chr13:28181389_28181874	Enhancer	Active
chr10	112639263	112639716	chr10:112639263_112639716	Enhancer	Inactive
chr9	39327554	39328105	chr9:39327554_39328105	Enhancer	Active
chr1	27724885	27725268	chr1:27724885_27725268	Enhancer	Active
chr6	128605870	128606434	chr6:128605870_128606434	Enhancer	Active
chr4	19357893	19358493	chr4:19357893_19358493	Enhancer	Active
chr1	12549728	12550376	chr1:12549728_12550376	Enhancer	Active
chr19	2543479	2544004	chr19:2543479_2544004	CTCF	Inactive
chr4	177511598	177512069	chr4:177511598_177512069	Enhancer/Promoter	Inactive
chr5	130289038	130290128	chr5:130289038_130290128	Promoter	Active
chr5	53490648	53491153	chr5:53490648_53491153	Enhancer	Active
chr9	72645950	72646539	chr9:72645950_72646539	Enhancer	Active
chr9	73369991	73370553	chr9:73369991_73370553	Enhancer	Inactive
chr2	151051419	151052152	chr2:151051419_151052152	Enhancer/CTCF	Inactive
chr6	50271228	50271807	chr6:50271228_50271807	Enhancer	Inactive
chr11	44989838	44990300	chr11:44989838_44990300	Enhancer/Promoter	Inactive
chr8	122988602	122989472	chr8:122988602_122989472	CTCF	Active
